 2008_000021, 0.028, 0.39466666666666667, 0.95, 0.768
 2008_000064, 0.0026666666666666666, 0.304, 1.0, 0.922
 2008_000367, 0.002, 0.0028011204481792717, 1.0, 1.0
 2008_000804, 0.12, 0.2613333333333333, 0.932, 0.7893333333333333
 2008_000805, 0.088, 0.042666666666666665, 0.962, 0.8186666666666667
 2008_001227, 0.002, 0.352, 0.886, 1.0
 2008_001468, 0.018, 0.32, 1.0, 0.9573333333333334
 2008_001546, 0.058, 0.13804713804713806, 0.99, 0.7272727272727273
 2008_001774, 0.438, 0.4533333333333333, 0.512, 0.5413333333333333
 2008_001805, 0.02, 0.23733333333333334, 1.0, 0.8053333333333333
 2008_001971, 0.264, 0.373134328358209, 0.79, 0.5791044776119403
 2008_002138, 0.82, 0.37066666666666664, 0.9, 0.4533333333333333
 2008_002151, 0.006, 0.19622641509433963, 1.0, 0.9132075471698113
 2008_002454, 0.002, 0.4174174174174174, 1.0, 1.0
 2008_002673, 0.87, 0.472, 1.0, 0.568
 2008_003155, 0.004, 0.2986666666666667, 0.998, 0.7093333333333334
 2008_003189, 0.95, 0.30933333333333335, 1.0, 0.3973333333333333
 2008_003369, 0.002, 0.3123123123123123, 1.0, 0.8168168168168168
 2008_003423, 0.002, 0.12012012012012012, 1.0, 0.8258258258258259
 2008_003475, 0.302, 0.4140127388535032, 0.984, 0.7006369426751592
 2008_003743, 0.186, 0.36533333333333334, 0.944, 0.7946666666666666
 2008_003905, 0.014, 0.12312312312312312, 0.982, 0.7837837837837838
 2008_004190, 0.304, 0.5916666666666667, 0.618, 0.7875
 2008_004406, 0.106, 0.19733333333333333, 1.0, 0.7093333333333334
 2008_004433, 0.4, 0.52, 0.516, 0.5653333333333334
 2008_004605, 0.9, 0.3333333333333333, 1.0, 0.5749235474006116
 2008_004630, 0.416, 0.7117117117117117, 0.46, 0.7537537537537538
 2008_004704, 0.006, 0.003105590062111801, 1.0, 1.0
 2008_004726, 0.23, 0.33633633633633636, 0.908, 0.6696696696696697
 2008_004771, 0.048, 0.23003194888178913, 0.546, 0.5143769968051118
 2008_004819, 0.002, 0.26666666666666666, 0.984, 0.7253333333333334
 2008_004885, 0.044, 0.2882882882882883, 0.75, 0.6336336336336337
 2008_004935, 0.18, 0.39039039039039036, 0.266, 0.45345345345345345
 2008_005057, 0.152, 0.42042042042042044, 0.864, 0.6996996996996997
 2008_005114, 0.012, 0.38133333333333336, 0.996, 0.8506666666666667
 2008_005338, 0.002, 0.22133333333333333, 1.0, 1.0
 2008_005455, 0.064, 0.2852852852852853, 0.928, 0.6576576576576577
 2008_005573, 0.824, 0.7777777777777778, 0.906, 0.8438438438438438
 2008_005611, 0.082, 0.3427835051546392, 0.218, 0.3917525773195876
 2008_005631, 0.158, 0.39039039039039036, 0.634, 0.5945945945945946
 2008_005750, 0.0026666666666666666, 0.628, 0.7253333333333334, 1.0
 2008_005907, 0.048, 0.4084084084084084, 0.916, 0.7807807807807807
 2008_006034, 0.4166666666666667, 0.502, 0.5172413793103449, 0.584
 2008_006169, 0.0026666666666666666, 0.022, 1.0, 0.944
 2008_006548, 0.002, 0.38323353293413176, 0.786, 0.6497005988023952
 2008_006604, 0.002, 0.25866666666666666, 1.0, 1.0
 2008_006631, 0.034, 0.15384615384615385, 1.0, 0.9911242603550295
 2008_006703, 0.116, 0.4144144144144144, 0.672, 0.6786786786786787
 2008_006777, 0.034, 0.256, 0.946, 0.7226666666666667
 2008_006896, 0.002, 0.3003003003003003, 0.994, 0.7927927927927928
 2008_006951, 0.256, 0.3063063063063063, 0.944, 0.6216216216216216
 2008_006980, 0.632, 0.6407185628742516, 1.0, 0.9161676646706587
 2008_007195, 0.002, 0.768, 0.144, 0.9573333333333334
 2008_007229, 0.768, 0.4397590361445783, 0.988, 0.5993975903614458
 2008_007350, 0.074, 0.5145985401459854, 0.964, 0.9598540145985401
 2008_007374, 0.002, 0.03303303303303303, 0.968, 1.0
 2008_007458, 0.338, 0.2702702702702703, 0.492, 0.5435435435435435
 2008_007480, 0.002, 0.3704819277108434, 0.158, 0.46686746987951805
 2008_007579, 0.102, 0.17066666666666666, 1.0, 0.7573333333333333
 2008_007618, 0.13, 0.2732732732732733, 0.874, 0.6186186186186187
 2008_007690, 0.2882882882882883, 0.07, 0.6936936936936937, 0.174
 2008_007738, 0.026, 0.30930930930930933, 0.842, 0.7717717717717718
 2008_007836, 0.462, 0.392, 0.574, 0.5733333333333334
 2008_007970, 0.002, 0.13066666666666665, 1.0, 0.6746666666666666
 2008_008025, 0.028, 0.4194915254237288, 0.092, 0.4745762711864407
 2008_008053, 0.812, 0.4984984984984985, 0.866, 0.5495495495495496
 2008_008146, 0.456, 0.34234234234234234, 0.558, 0.45345345345345345
 2008_008231, 0.102, 0.21066666666666667, 0.196, 0.2773333333333333
